image,longitude,latitude,country_id,admin1_id,admin2_id,cell_id
flickr_sge_10481266845_34c6309b64_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481292366_df2d2e3c62_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481302684_8e68f10ed4_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481332586_fd51187a21_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481347176_b0ed2a2a8b_o_grid_1_0.008_0.008.xml_0_1_1.05289.jpg,11.15850163,47.57953262,2,6,116,8561
flickr_sge_10481394616_769b320a8c_o_grid_1_0.008_0.008.xml_0_1_1.30202.jpg,11.15850163,47.57953262,2,6,116,8561
flickr_sge_10481400814_03d0830715_o_grid_1_0.008_0.008.xml_0_1_0.970317.jpg,11.15850163,47.57953262,2,6,116,8561
flickr_sge_10481406704_f01580d4c2_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481433134_e341d9da22_o_grid_1_0.004_0.004.xml_0_1_1.49181.jpg,11.15643501,47.57733154,2,6,116,8561
flickr_sge_10481441354_4650198203_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481444823_52261d6ea4_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10481636503_fa7e7f193d_o.jpg,11.1544,47.5754,2,6,116,8561
flickr_sge_10507985735_70d9e9b476_o.jpg,11.1889,47.3231,0,47,67,8424
flickr_sge_10508221763_ab29cbdc01_o.jpg,11.2396,47.3379,0,47,67,8424
flickr_sge_10554728755_fa035cb3cd_o_grid_1_0.004_0.004.xml_0_1_1.441.jpg,11.4497242,46.35639954,4,45,102,8412
flickr_sge_10606593984_9feabbca7a_o.jpg,11.0609,47.437,2,6,116,8561
flickr_sge_10606705645_d3c1f26059_7432_75487768@N04.jpg,11.1428,47.4687,2,6,116,8561
flickr_sge_10619374536_6f3e92f67f_o.jpg,12.1895,46.647,4,45,19,8716
flickr_sge_10623232914_f31e4dc12e_3755_75487768@N04.jpg,11.0707,47.4823,2,6,116,8561
flickr_sge_10745068856_87a3966ce4_3707_75487768@N04.jpg,11.0497,47.4383,2,6,116,8561
flickr_sge_10843614716_3542d43475_o_grid_1_0.004_0.004.xml_1_0_0.499867.jpg,11.75507355,46.50508499,4,45,102,8415
flickr_sge_10843888333_98939608e6_o_grid_1_0.004_0.004.xml_1_0_0.679168.jpg,11.75333405,46.50399017,4,45,102,8415
flickr_sge_10844642056_57e15818f5_3722_45239009@N04.jpg,10.1738,47.2599,0,54,58,8421
flickr_sge_10852103016_17a9ee693d_o.jpg,11.544,46.4282,4,45,19,8412
flickr_sge_10852109474_6ed9396190_3817_89172751@N07.jpg,11.5747,46.4092,4,45,19,8412
flickr_sge_10852321243_cbe4b19843_5475_89172751@N07.jpg,11.5357,46.4297,4,45,19,8412
flickr_sge_10852341013_7bf5579602_o.jpg,11.5897,46.4082,4,45,19,8412
flickr_sge_10853144636_1ab68c6ed5_5487_89172751@N07.jpg,11.4624,46.4527,4,45,19,8414
flickr_sge_10966142706_6b64c5e55f_o.jpg,11.7804,47.4192,0,47,83,8562
flickr_sge_11027439425_8fcc183cca_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027442715_ecf17b206d_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027447845_974d12e525_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027478045_9707cfd28a_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027486485_85c467e693_o_grid_1_0.004_0.004.xml_1_1_0.719363.jpg,13.64862442,47.55705261,0,48,61,8841
flickr_sge_11027493065_36758f2a85_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027572986_6418729b89_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027579295_6b56e75e9d_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027601196_3649962ac5_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027625735_eec943d449_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027627734_6d9afce4ae_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027639684_0af270f6ce_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027655094_36e13e2329_o_grid_1_0.004_0.004.xml_1_1_0.719363.jpg,13.64893246,47.55732346,0,48,61,8841
flickr_sge_11027677923_305025d4c8_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027690726_5ce0e1ebbc_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027734284_052a9f13a6_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027777516_035cc1d4d0_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027790414_3256d5840e_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027808543_be67bf73ba_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027842394_b180f2822a_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027851383_0ff5868f12_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11027864023_e30b667ca6_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11027901643_bb7866aeb9_o_grid_1_0.004_0.004.xml_1_1_0.719363.jpg,13.64893246,47.55732346,0,48,61,8841
flickr_sge_11027910173_1fc1a2dfc7_o.jpg,13.6467,47.559,0,48,61,8841
flickr_sge_11034103635_385827eab7_2889_107203513@N07.jpg,11.9949,47.6273,2,6,116,8564
flickr_sge_11035997734_56fe86e795_o.jpg,10.4644,47.443,0,47,78,8558
flickr_sge_11069393203_eed2287eea_o.jpg,15.3857,47.0896,0,41,35,8750
flickr_sge_11113950973_7531fa7b0e_7436_42645785@N04.jpg,11.7427,47.7283,2,6,116,8564
flickr_sge_11226614796_a2f203f336_o_grid_1_0.004_0.004.xml_0_0_0.620534.jpg,11.01788139,46.83761215,0,47,66,8422
flickr_sge_11239813036_4f12e20958_o_grid_1_0.004_0.004.xml_0_1_0.339557.jpg,10.29504299,47.56899643,2,6,114,8558
flickr_sge_11271060854_cc3225b41d_5540_68097255@N00.jpg,11.6316,46.4591,4,45,102,8414
flickr_sge_11271277294_9fbf94f218_3728_68097255@N00.jpg,11.6307,46.4575,4,45,102,8414
flickr_sge_11271293684_ccc9ed6c6e_3834_68097255@N00.jpg,11.6304,46.4569,4,45,102,8414
flickr_sge_11271557385_3cb11b8a3a_3783_68097255@N00.jpg,11.6654,46.4319,4,45,102,8412
flickr_sge_11272045806_72f2e85b66_3794_68097255@N00.jpg,11.6594,46.4339,4,45,102,8412
flickr_sge_11272226945_3f6ae9f0f7_3826_68097255@N00.jpg,11.6316,46.4591,4,45,102,8414
flickr_sge_11272244463_b636c709ff_3785_68097255@N00.jpg,11.6634,46.4333,4,45,102,8412
flickr_sge_11277651636_1c4371ca19_3768_68097255@N00.jpg,11.801,46.4748,4,45,102,8415
flickr_sge_11277663816_2239940b9c_2877_68097255@N00.jpg,11.8013,46.4743,4,45,102,8415
flickr_sge_11287059863_e3b1e59f58_o_grid_1_0.004_0.004.xml_0_0_0.348578.jpg,7.191562653,45.68534088,4,0,118,8328
flickr_sge_11338520464_62b4b2fda7_o.jpg,6.85585,45.355,3,33,26,8323
flickr_sge_11421648015_f9d2ed3875_o.jpg,11.9075,47.83,2,6,116,8564
flickr_sge_11434028113_9c101ddff9_o.jpg,8.06752,45.5383,4,29,94,8338
flickr_sge_11434064754_38c98d02c2_5506_75487768@N04.jpg,10.8812,47.4007,0,47,78,8561
flickr_sge_11449079036_e7c4359cea_2893_106001844@N05.jpg,10.3469,47.4024,2,6,114,8558
flickr_sge_11492722396_f0227352dc_o.jpg,9.53981,47.0649,5,4,0,8418
flickr_sge_11589570993_09e361250d_o.jpg,7.78669,47.8579,2,3,31,8526
flickr_sge_11605951025_c1109cfd15_o.jpg,15.1825,46.1087,6,32,0,8702
flickr_sge_11804879935_c53d07b5c4_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11804893265_c3e8126399_o_grid_1_0.008_0.008.xml_1_0_0.95915.jpg,13.64295578,47.55525208,0,48,61,8841
flickr_sge_11805074393_0f23e5d7db_o_grid_1_0.004_0.004.xml_0_1_0.719363.jpg,13.64886951,47.56121445,0,48,61,8841
flickr_sge_11805080873_06344af3b2_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805109023_b6ea3b3dab_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805136403_6f7917ed3c_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805166023_dca64d3cc8_o_grid_1_0.004_0.004.xml_1_0_0.95915.jpg,13.64481449,47.55741119,0,48,61,8841
flickr_sge_11805417574_0d1fceb06d_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805575326_028096ae5d_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805609176_9789eecb3d_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805616556_46d4454b3c_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805648706_2ea5939ea0_o.jpg,13.6469,47.5593,0,48,61,8841
flickr_sge_11805661796_cb069e465a_o_grid_1_0.008_0.008.xml_1_0_0.95915.jpg,13.64295578,47.55525208,0,48,61,8841
flickr_sge_11805674696_1a35b7e988_o_grid_1_0.004_0.004.xml_1_0_0.95915.jpg,13.64481449,47.55741119,0,48,61,8841
flickr_sge_11816972666_aac3088498_o.jpg,10.2296,47.4382,2,6,114,8558
flickr_sge_11857991706_a2a63aae86_o.jpg,6.72431,45.8513,3,33,25,8346
flickr_sge_11874815405_257c6b75d8_o.jpg,15.8026,47.231,0,41,64,8753
flickr_sge_12047583904_d620c451c2_o.jpg,15.3143,47.7746,0,41,59,8867
flickr_sge_12052835295_6bc07b9b18_o.jpg,11.7933,47.4575,0,47,83,8562
flickr_sge_12065969296_9271824f1d_3666_67877697@N07.jpg,10.9678,46.9422,0,47,66,8422
flickr_sge_12082645354_55cfcd73dd_3749_67877697@N07.jpg,10.9684,46.9436,0,47,66,8422
flickr_sge_12150746895_d35d10a24a_o_grid_1_0.008_0.008.xml_1_1_0.486986.jpg,9.830939293,47.56002808,0,54,58,8557
flickr_sge_12192893585_0f1e52a5ed_o.jpg,6.72221,45.8554,3,33,25,8346
flickr_sge_12217138925_31d01de0a3_5541_13227773@N08.jpg,10.2127,47.1574,0,47,72,8421
flickr_sge_12283848345_590f256202_3820_67877697@N07.jpg,10.9765,46.9762,0,47,66,8422
flickr_sge_12301527224_13ea0d2478_7344_67877697@N07.jpg,10.9763,46.9762,0,47,66,8422
flickr_sge_12343221994_f90f137959_7419_30840172@N07.jpg,10.0802,47.1014,0,54,57,8421
flickr_sge_12347819564_947be976f6_o.jpg,10.9847,47.4214,2,6,116,8561
flickr_sge_12360411904_753422b99c_7407_8505324@N08.jpg,13.7853,47.6619,0,41,75,8843
flickr_sge_12365794945_0d415fc052_o.jpg,15.4367,47.0758,0,41,35,8750
flickr_sge_12408870933_29297d2678_o_grid_1_0.004_0.004.xml_1_0_0.486892.jpg,13.7881918,47.64413834,0,41,75,8843
flickr_sge_1251194025_0ef839a1c7_o.jpg,10.4037,47.522,0,47,78,8558
flickr_sge_12535401524_9dd7e6155a_o.jpg,11.1114,46.6833,4,45,19,8416
flickr_sge_12562190294_746dfc7308_o.jpg,11.7083,47.2239,0,47,67,8425
flickr_sge_12778390495_782bfee9cf_o.jpg,14.9031,47.4475,0,41,73,8865
flickr_sge_12778514683_4e3eca4701_o.jpg,14.9084,47.4462,0,41,73,8865
flickr_sge_12778829094_cf9bb5ca4c_o.jpg,14.9077,47.4463,0,41,73,8865
flickr_sge_12799344554_8616c1b4fe_o.jpg,11.6651,46.5578,4,45,19,8414
flickr_sge_12799567603_bcbc4757ec_o_grid_1_0.004_0.004.xml_1_0_0.85502.jpg,7.622069359,45.92633438,4,0,118,8347
flickr_sge_12830061003_b5d59451d2_o_grid_1_0.004_0.004.xml_0_0_1.69589.jpg,11.52837563,47.25908279,0,47,67,8425
flickr_sge_12830295984_26d0fd200e_o.jpg,11.4474,47.216,0,47,67,8425
flickr_sge_1284351053_ba3cb9cb12_1362_8941659@N07.jpg,11.0756,47.4761,2,6,116,8561
flickr_sge_1285183482_2ba0c12e86_1274_8941659@N07.jpg,10.9868,47.4598,2,6,116,8561
flickr_sge_13028937465_aa30165ac0_o.jpg,10.608,46.5266,4,45,19,8408
flickr_sge_13029178553_32fa877128_3769_74681803@N02.jpg,10.6133,46.4961,4,45,19,8408
flickr_sge_13031297584_9c88ab23f1_o.jpg,13.7079,47.8153,0,48,61,8843
flickr_sge_13078985295_c4204c63a7_o.jpg,10.3742,46.4653,4,19,100,8408
flickr_sge_13079061063_2e1891b74a_o.jpg,10.3757,46.47,4,19,100,8408
flickr_sge_13079064353_570cf3d858_o.jpg,10.364,46.4645,4,19,100,8408
flickr_sge_13079118233_20544dd3b9_o.jpg,10.3692,46.4662,4,19,100,8408
flickr_sge_13150830334_efdcce2382_7311_100737370@N02.jpg,12.1573,47.6831,0,47,71,8833
flickr_sge_13250567264_8d4d440623_o.jpg,10.2301,47.1299,0,47,72,8421
flickr_sge_13315656615_515f686ef7_o.jpg,11.1251,47.1266,0,47,67,8424
flickr_sge_13316013844_bcd3e14884_o.jpg,11.1286,47.1274,0,47,67,8424
flickr_sge_13316039694_c2a5e73e6b_o.jpg,11.1182,47.1247,0,47,67,8424
flickr_sge_13316053464_28d0e48610_o.jpg,11.0945,47.1223,0,47,67,8424
flickr_sge_13316072834_9e43c4c37f_o.jpg,11.0945,47.1223,0,47,67,8424
flickr_sge_13462909905_b1ff4ae65a_5528_30840172@N07.jpg,11.7926,47.1889,0,47,83,8425
flickr_sge_1360424077_77e2e4342a_o_grid_1_0.004_0.004.xml_1_0_1.10484.jpg,12.28453827,46.38838196,4,53,93,8711
flickr_sge_13653567425_81547ca327_o.jpg,11.0239,46.8215,4,45,19,8416
flickr_sge_13653857164_8a6fc6a594_o.jpg,11.0239,46.8215,4,45,19,8416
flickr_sge_13653912904_13b4128722_o_grid_1_0.004_0.004.xml_1_1_0.761784.jpg,10.99419498,46.82584763,0,47,66,8416
flickr_sge_13653913764_cf658b2156_o.jpg,11.0235,46.8409,0,47,66,8422
flickr_sge_13653914994_1fea3cbec0_o.jpg,11.0176,46.8462,0,47,66,8422
flickr_sge_13776893063_218716af4a_o.jpg,10.3423,47.4218,2,6,114,8558
flickr_sge_13777249224_7ac2fa0b29_o.jpg,10.3422,47.4218,2,6,114,8558
flickr_sge_13807257914_72f7cbfd66_o_grid_1_0.004_0.004.xml_0_1_0.167551.jpg,11.37438583,46.50382996,4,45,19,8414
flickr_sge_13928279975_cfe9b76042_o.jpg,10.8415,46.2437,4,45,102,8380
flickr_sge_13928305451_02db9b7191_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13928417762_6d56e8f43f_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13928430936_8fd0e50614_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13928595962_ae3c7ed634_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13928602192_d47b2d4546_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13928604882_8e69f45615_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13938725436_e2b3941c90_o.jpg,9.90146,47.3537,0,54,58,8420
flickr_sge_13944445187_49e023efd8_7416_75452460@N00.jpg,15.0567,47.5414,0,41,73,8865
flickr_sge_13951434265_cb26ec5d72_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951467505_f78b66d98a_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951538253_729003b34f_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951546523_eb798fba7e_o_grid_1_0.004_0.004.xml_1_0_0.647427.jpg,13.64509964,47.55713272,0,48,61,8841
flickr_sge_13951546845_62e7541abc_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951583215_b5c3028214_o_grid_1_0.004_0.004.xml_0_1_0.95915.jpg,13.64916325,47.56121063,0,48,61,8841
flickr_sge_13951617103_400a8c40ee_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951872034_ba88b71f0c_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13951938504_f54f52f626_o.jpg,13.6471,47.5591,0,48,61,8841
flickr_sge_13952524969_8b4f945784_o_grid_1_0.004_0.004.xml_0_0_0.339782.jpg,11.96173763,46.20710754,4,53,93,8381
flickr_sge_13961811875_1f029bf2d4_o.jpg,9.89395,47.3499,0,54,58,8420
flickr_sge_1397585935_47ac1c1d05_o_grid_1_0.004_0.004.xml_0_1_0.884749.jpg,10.27707577,47.40032578,2,6,114,8558
flickr_sge_1398482732_78376fd307_1245_93584867@N00_grid_1_0.004_0.004.xml_0_1_0.884749.jpg,10.27707672,47.40004349,2,6,114,8558
flickr_sge_13991425349_f1783c03fa_o.jpg,11.5109,46.5883,4,45,19,8417
flickr_sge_14035670131_3c138904ec_7428_56091199@N03.jpg,10.8888,47.3979,0,47,78,8561
flickr_sge_14079166231_5d8667408f_o.jpg,13.7182,46.2356,6,44,0,8684
flickr_sge_14081103157_41c1261344_o.jpg,13.6252,47.318,0,41,75,8737
flickr_sge_14101352672_db200c83c8_o.jpg,10.9595,47.4594,2,6,116,8561
flickr_sge_14135406509_90f074f88f_5575_28577026@N02.jpg,11.3621,47.6481,2,6,116,8563
flickr_sge_14135420428_1ca9e2f318_o.jpg,11.362,47.6484,2,6,116,8563
flickr_sge_14135486590_3abd5eea2d_5562_28577026@N02.jpg,11.3621,47.6481,2,6,116,8563
flickr_sge_14135583767_203869ea51_5546_28577026@N02_grid_1_0.004_0.004.xml_1_0_0.666489.jpg,11.35997868,47.64614487,2,6,116,8563
flickr_sge_14135623577_5eb0e61dab_2909_28577026@N02.jpg,11.3621,47.6481,2,6,116,8563
flickr_sge_14135644409_a760a71695_o.jpg,11.3538,47.6325,2,6,116,8563
flickr_sge_14135712078_34cb81cc32_5506_28577026@N02_grid_1_0.004_0.004.xml_1_1_0.809784.jpg,11.32108879,47.59217072,2,6,116,8561
flickr_sge_14135785978_e5d912490b_5160_60102749@N05.jpg,14.9486,46.7944,0,9,89,8741
flickr_sge_14135880450_0aab7727ec_5561_28577026@N02.jpg,11.3125,47.6062,2,6,116,8561
flickr_sge_14135886668_94185916ef_o.jpg,11.3115,47.6077,2,6,116,8561
flickr_sge_14136065337_29edd197cb_5522_28577026@N02.jpg,11.309,47.6098,2,6,116,8561
flickr_sge_14136184478_200c4ea676_2904_28577026@N02.jpg,11.309,47.6133,2,6,116,8561
flickr_sge_14142641282_5f332457f3_o.jpg,10.9796,46.6624,4,45,19,8416
flickr_sge_14152623600_d6b58376bf_o.jpg,10.4147,47.4017,0,47,78,8558
flickr_sge_14153867179_554fc5a114_o.jpg,14.6609,46.8331,0,9,87,8727
flickr_sge_14154004788_25f9a64672_o.jpg,14.6514,46.8351,0,9,81,8736
flickr_sge_14178321309_f115ce62df_o.jpg,11.2809,46.6685,4,45,19,8416
flickr_sge_14178322799_a5a1609275_o.jpg,11.2813,46.6681,4,45,19,8416
flickr_sge_14178340618_2fa2d696ea_o.jpg,11.2826,46.6682,4,45,19,8416
flickr_sge_14178395640_d6ecbe1292_o.jpg,11.2809,46.6685,4,45,19,8416
flickr_sge_14205423579_ab0314d954_3878_77295011@N06.jpg,13.6431,47.561,0,48,61,8841
flickr_sge_14205477410_ac7d76bf87_2927_77295011@N06.jpg,13.6431,47.561,0,48,61,8841
flickr_sge_14211013848_a1a4382f95_o_grid_1_0.004_0.004.xml_1_0_0.778645.jpg,10.17336273,47.32690811,0,54,58,8421
flickr_sge_1424229213_572b342286_o.jpg,15.4163,47.2717,0,41,62,8752
flickr_sge_14263011189_eb0710d192_o.jpg,10.6439,47.4847,0,47,78,8558
flickr_sge_14263012119_cf365b88cb_o.jpg,10.6418,47.4786,0,47,78,8558
flickr_sge_14275281334_a0e952a8d7_o.jpg,9.32555,46.236,4,19,100,8376
flickr_sge_14275738385_8639afeaa4_o.jpg,9.32776,46.233,4,19,96,8376
flickr_sge_14280305666_a07d798086_3672_67877697@N07.jpg,10.9635,47.4621,2,6,116,8561
flickr_sge_14285102999_bc27628497_3871_41011940@N04.jpg,14.9351,47.5013,0,41,73,8865
flickr_sge_14299724886_a6a77c0a02_2938_28577026@N02.jpg,11.309,47.6133,2,6,116,8561
flickr_sge_14317317206_af5969c62a_o.jpg,14.8544,46.8426,0,9,89,8747
flickr_sge_14317318616_9baae3bb5f_o.jpg,14.8544,46.8426,0,9,89,8747
flickr_sge_14319098021_b8b67c4b1e_o.jpg,14.9522,46.7934,0,9,89,8741
flickr_sge_14320489502_af97df12bb_o.jpg,11.3616,47.6485,2,6,116,8563
flickr_sge_14321780814_cde9c07a6e_o.jpg,11.3151,47.6063,2,6,116,8561
flickr_sge_14322942665_b4e3f58f6b_2928_28577026@N02.jpg,11.311,47.6073,2,6,116,8561
flickr_sge_14333456010_69a5049783_o.jpg,12.0215,46.8361,4,45,19,8423
flickr_sge_14337193071_7cee396825_o.jpg,14.6621,46.8338,0,9,87,8727
flickr_sge_14339005572_aa98d62d4a_o.jpg,14.6525,46.838,0,9,81,8736
flickr_sge_14342331203_73a91ee274_2927_28577026@N02.jpg,11.3621,47.6481,2,6,116,8563
flickr_sge_14347255999_3cc1ee94c4_o.jpg,11.0822,47.4793,2,6,116,8561
flickr_sge_14355986629_28ebb519dd_o.jpg,11.6074,47.423,0,47,67,8562
flickr_sge_14356008539_32ddeca949_o.jpg,11.6046,47.4269,0,47,67,8562
flickr_sge_14356059327_2d0b57f819_o.jpg,11.6105,47.4241,0,47,83,8562
flickr_sge_14364966125_d49dc0dd56_o.jpg,11.2809,46.6685,4,45,19,8416
flickr_sge_14368935456_f8c4276385_2936_77295011@N06_grid_1_0.004_0.004.xml_0_1_0.717542.jpg,13.64506435,47.56291199,0,48,61,8841
flickr_sge_14372028360_687eb3e9ff_o.jpg,11.9235,47.366,0,47,71,8562
flickr_sge_14372029090_ae10b4f281_o.jpg,11.9227,47.3645,0,47,71,8562
flickr_sge_14372035710_76e0de1d86_o.jpg,11.926,47.3619,0,47,71,8562
flickr_sge_14372118598_0421a36faf_o.jpg,11.9224,47.3594,0,47,71,8562
flickr_sge_14372273547_53fb1381dc_o.jpg,11.922,47.3631,0,47,71,8562
flickr_sge_14372957490_6b7f260751_5596_77295011@N06.jpg,9.96353,47.0752,0,54,57,8418
flickr_sge_14372987419_abac24f391_3899_77295011@N06.jpg,9.93742,47.0777,0,54,57,8418
flickr_sge_14373043718_2b8efa583a_2938_77295011@N06.jpg,9.96382,47.0752,0,54,57,8418
flickr_sge_14373051838_a39805e9a9_2926_77295011@N06.jpg,9.96411,47.0752,0,54,57,8418
flickr_sge_14385134750_9fb59513d5_o.jpg,11.9788,46.926,4,45,19,8423
flickr_sge_14385219978_6d4270c740_o.jpg,11.9612,46.7406,4,45,19,8417
